Tanggal,NamaBarang,Satuan,Masuk,Keluar,BeratSatuan,BeratMasuk,Provinsi,Tujuan,Gudang,AsalBantuan,Sumber,Kategori,Spesifikasi,Nomor Dokumen
"29/11/2025, 07.00",SUSU BAYI,DUS,25,NULL,"0,800000","0,020000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",SUSU,DUS,5,NULL,"0,800000","0,004000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",POPOK BAYI,DUS,4,NULL,"5,000000","0,020000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",PEMBALUT,DUS,2,NULL,"0,800000","0,001600",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",BISKUIT BAYI,KOTAK,20,NULL,"2,000000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",TIKAR,PCS,50,NULL,"0,800000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",BUBUR BAYI,PCS,60,NULL,"0,400000","0,024000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",BISKUIT BAYI,KOTAK,30,NULL,"2,000000","0,060000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",TOLAK ANGIN,DUS,2,NULL,"0,500000","0,001000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,OBAT-OBATAN,OBAT - OBATAN,NULL
"29/11/2025, 07.00",AUTAN,PCS,88,NULL,"0,500000","0,044000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,OBAT-OBATAN,OBAT - OBATAN,NULL
"29/11/2025, 07.00",ENERGEN,DUS,5,NULL,"2,000000","0,010000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",BISKUIT,DUS,1,NULL,"4,000000","0,004000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",TELOR,LAPIK,20,NULL,"2,000000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",SUSU,DUS,48,NULL,"0,800000","0,038400",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",PEMBALUT,DUS,3,NULL,"0,800000","0,002400",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",POPOK BAYI,DUS,5,NULL,"5,000000","0,025000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",AIR MINERAL,DUS,70,NULL,"15,000000","1,050000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",SELIMUT,LEMBAR,50,NULL,"0,600000","0,030000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",MINYAK GORENG,DUS,10,NULL,"14,000000","0,140000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",SARDEN,DUS,5,NULL,"21,000000","0,105000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",BIHUN,PCS,10,NULL,"0,200000","0,002000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",SELIMUT,LEMBAR,70,NULL,"0,600000","0,042000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",MIE INSTAN,DUS,100,NULL,"5,000000","0,500000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",BERAS,KG,1,NULL,"5,000000","0,005000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",POPOK BAYI,DUS,11,NULL,"5,000000","0,055000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",SARUNG,LEMBAR,45,NULL,"0,400000","0,018000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",BUBUR BAYI,PCS,61,NULL,"0,400000","0,024400",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",AIR MINERAL,DUS,40,NULL,"15,000000","0,600000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",TIKAR,PCS,50,NULL,"0,800000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",BERAS,KG,500,NULL,"5,000000","2,500000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",MIE INSTAN,DUS,150,NULL,"5,000000","0,750000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",TELOR,LAPIK,30,NULL,"2,000000","0,060000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",PEMBALUT,DUS,200,NULL,"0,800000","0,160000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",MINYAK TELON,PCS,22,NULL,"0,400000","0,008800",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,OBAT - OBATAN,NULL
"29/11/2025, 07.00",BISKUIT,DUS,4,NULL,"4,000000","0,016000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",SUSU,DUS,10,NULL,"0,800000","0,008000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",ENERGEN,DUS,5,NULL,"2,000000","0,010000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",MAKANAN BAYI,PCS,33,NULL,"0,400000","0,013200",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",BUBUR BAYI,PCS,24,NULL,"0,400000","0,009600",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",SUSU IBU HAMIL,DUS,44,NULL,"0,600000","0,026400",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",POPOK BAYI,DUS,42,NULL,"5,000000","0,210000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"29/11/2025, 07.00",TOLAK ANGIN,DUS,1,NULL,"0,500000","0,000500",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,OBAT-OBATAN,OBAT - OBATAN,NULL
"29/11/2025, 07.00",STARLINK,UNIT,2,NULL,"5,000000","0,010000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,KEMENHAN,DONASI,PERALATAN,NON FOOD,BA.300.2/21/LOG/KL-2025
"29/11/2025, 07.00",GENSET,UNIT,2,NULL,"40,000000","0,080000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,KEMENHAN,DONASI,PERALATAN,NON FOOD,BA.300.2/21/LOG/KL-2025
"29/11/2025, 07.00",PERAHU KARET BERMESIN,UNIT,2,NULL,"0,000000",NULL,SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,KEMENHAN,DONASI,PERALATAN,KENDARAAN,BA.300.2/21/LOG/KL-2025
"29/11/2025, 07.00",AIR MINERAL,DUS,20,NULL,"15,000000","0,300000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",AIR MINERAL,DUS,53,NULL,"15,000000","0,795000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",AUTAN,PCS,88,NULL,"0,500000","0,044000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,OBAT-OBATAN,OBAT - OBATAN,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",BED COVER,DUS,6,NULL,"22,000000","0,132000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,PERALATAN,NON FOOD,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",SUSU,DUS,25,NULL,"0,800000","0,020000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",SUSU IBU HAMIL,DUS,44,NULL,"0,600000","0,026400",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",SUSU,DUS,48,NULL,"0,800000","0,038400",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",PEMBALUT,DUS,5,NULL,"0,800000","0,004000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",PERAHU KARET BERMESIN,UNIT,2,NULL,"0,000000",NULL,SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,KEMENHAN,DONASI,PERALATAN,KENDARAAN,BA.300.2/20/LOG/KL-2025
"29/11/2025, 07.00",BERAS,KG,570,NULL,"5,000000","2,850000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA.300.2/10.a/TD-BPBD-SB/XI/2025
"29/11/2025, 07.00",POPOK BAYI,DUS,8,NULL,"5,000000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,BA.300.2/10.a/TD-BPBD-SB/XI/2025
"29/11/2025, 07.00",ROTI BULAT,KOLI,4,NULL,"8,000000","0,032000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA.300.2/10.a/TD-BPBD-SB/XI/2025
"29/11/2025, 07.00",TELOR,LAPIK,20,NULL,"2,000000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"29/11/2025, 07.00",GENSET,UNIT,1,NULL,"40,000000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,KEMENHAN,DONASI,PERALATAN,NON FOOD,BA.300.2/11
"30/11/2025, 07.00",PAKAIAN BEKAS,KOLI,2,NULL,"14,000000","0,028000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",HYGIENE KITS,PAKET,200,NULL,"5,000000","1,000000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",KASUR LIPAT,PCS,300,NULL,"0,800000","0,240000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BNPB,BNPB,PERALATAN,NON FOOD,NULL
"30/11/2025, 07.00",MIE INSTAN,DUS,33,NULL,"5,000000","0,165000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,36,NULL,"14,000000","0,504000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,30,NULL,"15,000000","0,450000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MATRAS,LEMBAR,33,NULL,"0,600000","0,019800",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",BERAS,KG,300,NULL,"5,000000","1,500000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MIE INSTAN,DUS,15,NULL,"5,000000","0,075000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",BERAS,KG,85,NULL,"5,000000","0,425000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,83,NULL,"15,000000","1,245000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",SARDEN,DUS,15,NULL,"21,000000","0,315000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,1,NULL,"14,000000","0,014000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",BISKUIT,DUS,15,NULL,"4,000000","0,060000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",ENERGEN,DUS,1,NULL,"2,000000","0,002000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",SELIMUT,LEMBAR,15,NULL,"0,600000","0,009000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",POPOK BAYI,DUS,15,NULL,"5,000000","0,075000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",POPOK DEWASA,DUS,15,NULL,"5,000000","0,075000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",KASUR PALEMBANG,PCS,15,NULL,"3,000000","0,045000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,PERALATAN,NON FOOD,NULL
"30/11/2025, 07.00",MINYAK ANGIN,PCS,15,NULL,"0,400000","0,006000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",VITAMIN C,BOX,15,NULL,"0,500000","0,007500",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,OBAT-OBATAN,OBAT - OBATAN,NULL
"30/11/2025, 07.00",SABUN MANDI,PCS,20,NULL,"0,400000","0,008000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",SHAMPOO,PCS,20,NULL,"0,600000","0,012000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",SIKAT GIGI,PCS,20,NULL,"0,400000","0,008000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",MIE INSTAN,DUS,33,NULL,"5,000000","0,165000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,36,NULL,"14,000000","0,504000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,30,NULL,"15,000000","0,450000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MATRAS,LEMBAR,33,NULL,"0,600000","0,019800",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,NULL
"30/11/2025, 07.00",BERAS,KG,300,NULL,"5,000000","1,500000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",BERAS,KG,250,NULL,"5,000000","1,250000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MIE INSTAN,DUS,30,NULL,"5,000000","0,150000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,82,NULL,"14,000000","1,148000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",BERAS,KG,"5,000000",NULL,NULL,NULL,SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,"15,000000",NULL,NULL,NULL,SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",BERAS,KG,350,NULL,"5,000000","1,750000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,9,NULL,"14,000000","0,126000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",GULA PASIR,KG,110,NULL,"0,500000","0,055000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MIE INSTAN,DUS,70,NULL,"5,000000","0,350000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",SARDEN,DUS,2,NULL,"21,000000","0,042000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",KECAP MANIS,DUS,1,NULL,"4,000000","0,004000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",TELUR BEBEK,LAPIK,80,NULL,"2,500000","0,200000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",SARDEN,DUS,16,NULL,"21,000000","0,336000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",MIE INSTAN,DUS,150,NULL,"5,000000","0,750000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",POPOK DEWASA,DUS,15,NULL,"5,000000","0,075000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",RENDANG 250G,PCS,30,NULL,"0,300000","0,009000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",SABUN MANDI,PCS,20,NULL,"0,400000","0,008000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,NON FOOD,NON FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",KASUR LIPAT,PCS,100,NULL,"0,800000","0,080000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BNPB,BNPB,PERALATAN,NON FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",HYGIENE KITS,PAKET,30,NULL,"5,000000","0,150000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,BA. 300.2/23/LOG/KL-2025
"30/11/2025, 07.00",BERAS,KG,50,NULL,"5,000000","0,250000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/24/LOG/KL-2025
"30/11/2025, 07.00",MIE INSTAN,DUS,5,NULL,"5,000000","0,025000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/24/LOG/KL-2025
"30/11/2025, 07.00",BISKUIT,DUS,3,NULL,"4,000000","0,012000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/24/LOG/KL-2025
"30/11/2025, 07.00",AIR MINERAL,DUS,5,NULL,"15,000000","0,075000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/24/LOG/KL-2025
"30/11/2025, 07.00",POP MIE,DUS,30,NULL,"4,000000","0,120000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,30,NULL,"15,000000","0,450000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",SUSU,DUS,25,NULL,"0,800000","0,020000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",BISKUIT,DUS,10,NULL,"4,000000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",MIE INSTAN,DUS,35,NULL,"5,000000","0,175000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",SARDEN,DUS,6,NULL,"21,000000","0,126000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",GULA PASIR,KG,40,NULL,"0,500000","0,020000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,NULL
"30/11/2025, 07.00",STARLINK,UNIT,1,NULL,"5,000000","0,005000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,KEMENHAN,DONASI,PERALATAN,NON FOOD,BA. 300.2/25/LOG/KL-2025
"30/11/2025, 07.00",GENSET,UNIT,1,NULL,"40,000000","0,040000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,KEMENHAN,DONASI,PERALATAN,NON FOOD,BA. 300.2/25/LOG/KL-2025
"30/11/2025, 07.00",HYGIENE KITS,PAKET,15,NULL,"5,000000","0,075000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BPBD,APBD,NON FOOD,NON FOOD,BA. 300.2/25/LOG/KL-2025
"30/11/2025, 07.00",KASUR LIPAT,PCS,30,NULL,"0,800000","0,024000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,BNPB,BNPB,PERALATAN,NON FOOD,BA. 300.2/25/LOG/KL-2025
"30/11/2025, 07.00",MIE INSTAN,DUS,15,NULL,"5,000000","0,075000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/25/LOG/KL-2025
"30/11/2025, 07.00",AIR MINERAL,DUS,25,NULL,"15,000000","0,375000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/25/LOG/KL-2025
"30/11/2025, 07.00",BERAS,KG,350,NULL,"5,000000","1,750000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/25/LOG/KL-2025
"30/11/2025, 07.00",BERAS,KG,960,NULL,"5,000000","4,800000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/26/LOG/KL-2025
"30/11/2025, 07.00",MIE INSTAN,DUS,40,NULL,"5,000000","0,200000",SUMATERA BARAT,NULL,POS LOGISTIK BPBD PROVINSI,DONASI,DONASI,MAKANAN,FOOD,BA. 300.2/26/LOG/KL-2025
