Tanggal,NamaBarang,Satuan,Masuk,Keluar,BeratSatuan,BeratMasuk,Provinsi,Tujuan,Gudang,AsalBantuan,Sumber,Kategori,Spesifikasi,Nomor Dokumen
"29/11/2025, 07.00",WAFFER,DUS,25,NULL,"5,000000","0,125000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",MINYAK TELON,DUS,3,NULL,"5,000000","0,015000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",HYGIENE KIT,PAKET,140,NULL,"5,000000","0,700000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",PEMBALUT WANITA,DUS,41,NULL,"3,000000","0,123000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SIRUP HERBAL,DUS,1,NULL,"5,000000","0,005000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",SELIMUT,LEMBAR,300,NULL,"2,000000","0,600000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SELIMUT,LEMBAR,150,NULL,"2,000000","0,300000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",CELANA PANJANG WANITA,KARUNG,2,NULL,"20,000000","0,040000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",DASTER,KARUNG,100,NULL,"20,000000","2,000000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",CELANA DALAM WANITA,DUS,1,NULL,"10,000000","0,010000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",VELBED,KARUNG,11,NULL,"30,000000","0,330000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",BABY KIT,PAKET,13,NULL,"5,000000","0,065000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,20,NULL,"10,000000","0,200000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",HYGIENE KIT DSP,PAKET,20,NULL,"7,000000","0,140000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SELIMUT,LEMBAR,100,NULL,"2,000000","0,200000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",KELAMBU,KARUNG,1,NULL,"25,000000","0,025000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SARUNG,LEMBAR,100,NULL,"2,000000","0,200000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",WAFFER,DUS,4,NULL,"5,000000","0,020000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",PEMBALUT WANITA,DUS,3,NULL,"3,000000","0,009000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",PAMPERS,DUS,1,NULL,"5,000000","0,005000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",FAMILY FOOD NARAGA BANPRES,DUS,7,NULL,"10,000000","0,070000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",FAMILY FOOD EPROKAL BANPRES,DUS,5,NULL,"10,000000","0,050000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,20,NULL,"10,000000","0,200000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",HYGIENE KIT DSP,PAKET,20,NULL,"7,000000","0,140000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SELIMUT,LEMBAR,100,NULL,"2,000000","0,200000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",KELAMBU,KARUNG,1,NULL,"25,000000","0,025000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",SARUNG,LEMBAR,100,NULL,"2,000000","0,200000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"29/11/2025, 07.00",BERAS 50 KG,KARUNG,2,NULL,"50,000000","0,100000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"29/11/2025, 07.00",BERAS 50 KG,KARUNG,2,NULL,"50,000000","0,100000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",SELIMUT,LEMBAR,100,NULL,"2,000000","0,200000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MIE INSTAN BANPRES,DUS,30,NULL,"4,000000","0,120000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,50,NULL,"10,000000","0,500000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD EPROKAL BANPRES,DUS,30,NULL,"10,000000","0,300000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD NARAGA BANPRES,DUS,30,NULL,"10,000000","0,300000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",SARUNG,LEMBAR,100,NULL,"2,000000","0,200000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,100,NULL,"10,000000","1,000000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",PERAHU KARET BANPRES,UNIT,3,NULL,"105,000000","0,315000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",HYGIENE KIT DSP,PAKET,30,NULL,"7,000000","0,210000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",BABY KIT,PAKET,5,NULL,"5,000000","0,025000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,50,NULL,"10,000000","0,500000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",PAMPERS,DUS,8,NULL,"5,000000","0,040000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",PEMBALUT WANITA,DUS,10,NULL,"3,000000","0,030000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MINUMAN BERASA,PACK,50,NULL,"3,000000","0,150000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,5,NULL,"12,000000","0,060000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",KELAMBU,KARUNG,2,NULL,"25,000000","0,050000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",TERPAL,KARUNG,3,NULL,"25,000000","0,075000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",TENDA FAMILY,SET,3,NULL,"25,000000","0,075000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",VELBED,KARUNG,3,NULL,"30,000000","0,090000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",WAFFER,DUS,5,NULL,"5,000000","0,025000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",ROTI REGAL,DUS,1,NULL,"5,000000","0,005000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",SAUS SAMBAL,DUS,1,NULL,"5,000000","0,005000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",BISKUIT,DUS,3,NULL,"6,000000","0,018000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",STARLINK BANPRES,UNIT,4,NULL,"7,000000","0,028000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",GENSET BANPRES,UNIT,3,NULL,"25,000000","0,075000",ACEH,Kota Lhokseumawe,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,100,NULL,"10,000000","1,000000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",PERAHU KARET BANPRES,UNIT,3,NULL,"105,000000","0,315000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",HYGIENE KIT DSP,PAKET,30,NULL,"7,000000","0,210000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",BABY KIT,PAKET,8,NULL,"5,000000","0,040000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,50,NULL,"10,000000","0,500000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",PAMPERS,DUS,8,NULL,"5,000000","0,040000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",PEMBALUT WANITA,DUS,10,NULL,"3,000000","0,030000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MINUMAN BERASA,PACK,50,NULL,"3,000000","0,150000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,5,NULL,"12,000000","0,060000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",KELAMBU,KARUNG,2,NULL,"10,000000","0,020000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",TERPAL,KARUNG,3,NULL,"10,000000","0,030000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",TENDA FAMILY,SET,2,NULL,"60,000000","0,120000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",VELBED,KARUNG,3,NULL,"25,000000","0,075000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",WAFFER,DUS,5,NULL,"2,000000","0,010000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",ROTI REGAL,DUS,1,NULL,"2,000000","0,002000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",SAUS SAMBAL,DUS,1,NULL,"2,000000","0,002000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",BISKUIT,DUS,3,NULL,"2,000000","0,006000",ACEH,Kota Langsa,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",GENSET BANPRES,UNIT,3,NULL,"25,000000","0,075000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,100,NULL,"10,000000","1,000000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD EPROKAL BANPRES,DUS,10,NULL,"10,000000","0,100000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD NARAGA BANPRES,DUS,10,NULL,"10,000000","0,100000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,50,NULL,"10,000000","0,500000",ACEH,Brigif TP 90/YGD,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD EPROKAL BANPRES,DUS,20,NULL,"10,000000","0,200000",ACEH,Brigif TP 90/YGD,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD NARAGA BANPRES,DUS,20,NULL,"10,000000","0,200000",ACEH,Brigif TP 90/YGD,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",BISKUIT,DUS,10,NULL,"6,000000","0,060000",ACEH,Brigif TP 90/YGD,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",STARLINK BANPRES,UNIT,1,NULL,"7,000000","0,007000",ACEH,Brigif TP 90/YGD,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",GENSET BANPRES,UNIT,3,NULL,"25,000000","0,075000",ACEH,Brigif TP 90/YGD,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD EPROKAL BANPRES,DUS,19,NULL,"10,000000","0,190000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD NARAGA BANPRES,DUS,10,NULL,"10,000000","0,100000",ACEH,Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MAKANAN SIAP SAJI,DUS,10,NULL,"10,000000","0,100000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD EPROKAL BANPRES,DUS,10,NULL,"10,000000","0,100000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",FAMILY FOOD NARAGA BANPRES,DUS,10,NULL,"10,000000","0,100000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Presiden,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",GENSET BANPRES,UNIT,3,NULL,"25,000000","0,075000",ACEH,Kabupaten Pidie Jaya,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MIE INSTAN DSP,DUS,44,NULL,"4,000000","0,176000",ACEH,Kabupaten Pidie Jaya,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,10,NULL,"12,000000","0,120000",ACEH,Kabupaten Pidie Jaya,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",AIR MINERAL,DUS,10,NULL,"10,000000","0,100000",ACEH,Kabupaten Pidie Jaya,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",SARUNG BANPRES,LEMBAR,2,NULL,"1,000000","0,002000",ACEH,NULL,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,249,NULL,"10,000000","2,490000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",GENSET KOMDIGI TIGER,UNIT,6,NULL,"30,000000","0,180000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",KASUR,DUS,20,NULL,"30,000000","0,600000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",OBAT FIMOL,DUS,40,NULL,"10,000000","0,400000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT PONSTAL,DUS,40,NULL,"10,000000","0,400000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT CEFALAF,DUS,20,NULL,"10,000000","0,200000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MUKENAH,LEMBAR,604,NULL,"0,500000","0,302000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",KOMPOR,KARUNG,22,NULL,"50,000000","1,100000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",FILTER AIR,UNIT,1,NULL,"175,000000","0,175000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",MINYAK GORENG,DUS,10,NULL,"12,000000","0,120000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",GULA,DUS,8,NULL,"20,000000","0,160000",ACEH,NULL,POS TERPADU LANUD SIM,Donasi,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Posko Kesdam IM,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Posko Timkesgab Kabupaten Pidie,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Posko Timkesgab Kabupaten Bireuen,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Poskeplap Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Poskeplap Meulaboh,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Poskes Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT CEFALAF,DUS,1,NULL,"7,000000","0,007000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT PONSTAL,DUS,2,NULL,"5,000000","0,010000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT FIMOL,DUS,2,NULL,"5,000000","0,010000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Posko Timkesgab Kabupaten Pidie,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Posko Timkesgab Kabupaten Bireuen,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Poskeplap Kota Lhokseumawe,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Poskeplap Meulaboh,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Poskes Kabupaten Aceh Tengah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT CEFALAF,DUS,1,NULL,"7,000000","0,007000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT PONSTAL,DUS,2,NULL,"5,000000","0,010000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT FIMOL,DUS,2,NULL,"5,000000","0,010000",ACEH,Kabupaten Bener Meriah,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",MULTIVITAMIN,DUS,2,NULL,"4,000000","0,008000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT CEFALAF,DUS,1,NULL,"7,000000","0,007000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT PONSTAL,DUS,1,NULL,"5,000000","0,005000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",OBAT FIMOL,DUS,1,NULL,"5,000000","0,005000",ACEH,Kabupaten Gayo Lues,POS TERPADU LANUD SIM,Donasi,OBAT - OBATAN,Obat-obatan,NULL,NULL
"30/11/2025, 07.00",STARLINK BANPRES,UNIT,1,NULL,"7,000000","0,007000",ACEH,Yonif 117/KY,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",STARLINK BANPRES,UNIT,1,NULL,"7,000000","0,007000",ACEH,Yonzipur 16/DA,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",GENSET BANPRES,UNIT,3,NULL,"25,000000","0,075000",ACEH,Yonif 117/KY,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",GENSET BANPRES,UNIT,3,NULL,"25,000000","0,075000",ACEH,Yonzipur 16/DA,POS TERPADU LANUD SIM,Presiden,NON FOOD,Non Permakanan,NULL,NULL
"30/11/2025, 07.00",SEMBAKO DSP,PAKET,200,NULL,"8,000000","1,600000",ACEH,Kabupaten Aceh Barat,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",MAKANAN SIAP SAJI DSP,DUS,200,NULL,"10,000000","2,000000",ACEH,Kabupaten Aceh Barat,POS TERPADU LANUD SIM,BNPB,FOOD,Permakanan,NULL,NULL
"30/11/2025, 07.00",HYGIENE KIT DSP,PAKET,100,NULL,"7,000000","0,700000",ACEH,Kabupaten Aceh Barat,POS TERPADU LANUD SIM,BNPB,NON FOOD,Non Permakanan,NULL,NULL
